race_5cat,inc_4cat_50k,educ_4cat,ppagecat,ppgender,B2,B3,EF1,EF2,atleast_okay,weight
White,"$100,000 or more",Bachelor's degree or more,65-74,Female,Living comfortably,About the same,Yes,,Yes,0.9365
White,"$50,000–$99,999",Some college/technical or associates degree,45-54,Male,Just getting by,About the same,No,No,No,1.1161
White,"$50,000–$99,999",High school degree or GED,45-54,Female,Just getting by,About the same,No,No,No,1.0411
Black,"$100,000 or more",Bachelor's degree or more,45-54,Female,Doing okay,About the same,Yes,,Yes,1.2102
White,"$100,000 or more",Bachelor's degree or more,35-44,Male,Just getting by,Much worse off,Yes,,No,0.7357
White,"$50,000–$99,999",Bachelor's degree or more,55-64,Female,Living comfortably,About the same,Yes,,Yes,0.8605
White,"$100,000 or more",Bachelor's degree or more,55-64,Male,Doing okay,About the same,Yes,,Yes,0.6978
White,"$25,000–$49,999",High school degree or GED,75+,Male,Doing okay,About the same,Yes,,Yes,0.7842
White,"Less than $25,000",High school degree or GED,75+,Male,Doing okay,Somewhat worse off,Yes,,Yes,1.0108
Black,"$50,000–$99,999",Bachelor's degree or more,55-64,Female,Finding it difficult to get by,Somewhat worse off,No,No,No,1.0718
Hispanic,"$100,000 or more",Some college/technical or associates degree,55-64,Male,Doing okay,Somewhat better off,Yes,,Yes,1.0324
Hispanic,"$50,000–$99,999",Bachelor's degree or more,25-34,Female,Living comfortably,About the same,No,Yes,Yes,0.961
Hispanic,"Less than $25,000",Some college/technical or associates degree,55-64,Female,Finding it difficult to get by,Much worse off,No,No,No,0.642
Black,"Less than $25,000",Some college/technical or associates degree,35-44,Male,Doing okay,Somewhat better off,No,No,Yes,1.0477
Hispanic,"$100,000 or more",Some college/technical or associates degree,45-54,Male,Doing okay,About the same,No,Yes,Yes,1.0122
Other,"$100,000 or more",High school degree or GED,55-64,Male,Living comfortably,About the same,Yes,,Yes,0.9023
White,"$25,000–$49,999",Some college/technical or associates degree,35-44,Male,Doing okay,About the same,Yes,,Yes,0.7794
Hispanic,"$50,000–$99,999",Some college/technical or associates degree,55-64,Female,Doing okay,Somewhat better off,No,No,Yes,0.5014
White,"$100,000 or more",Bachelor's degree or more,55-64,Male,Living comfortably,Somewhat better off,Yes,,Yes,0.6936
White,"$100,000 or more",Some college/technical or associates degree,45-54,Male,Living comfortably,Somewhat better off,No,No,Yes,1.042
White,"$100,000 or more",Bachelor's degree or more,35-44,Female,Living comfortably,About the same,Yes,,Yes,1.0685
White,"$25,000–$49,999",Some college/technical or associates degree,75+,Female,Living comfortably,About the same,Yes,,Yes,0.652
White,"$50,000–$99,999",Some college/technical or associates degree,55-64,Male,Doing okay,Somewhat better off,No,No,Yes,0.6934
White,"$25,000–$49,999",Some college/technical or associates degree,65-74,Male,Doing okay,Much worse off,No,No,Yes,0.6968
White,"$50,000–$99,999",Some college/technical or associates degree,65-74,Female,Living comfortably,Somewhat better off,Yes,,Yes,0.6807
White,"$25,000–$49,999",High school degree or GED,65-74,Female,Doing okay,Somewhat worse off,Yes,,Yes,0.5846
Black,"$100,000 or more",Bachelor's degree or more,65-74,Female,Living comfortably,Somewhat better off,Yes,,Yes,1.1221
White,"$100,000 or more",Bachelor's degree or more,35-44,Male,Living comfortably,About the same,Yes,,Yes,0.8724
Hispanic,"$100,000 or more",Bachelor's degree or more,75+,Male,Doing okay,Much worse off,Yes,,Yes,0.5139
White,"$50,000–$99,999",Bachelor's degree or more,75+,Female,Living comfortably,About the same,Yes,,Yes,0.7093
White,"$100,000 or more",High school degree or GED,75+,Male,Doing okay,Somewhat worse off,Yes,,Yes,1.3108
White,"$100,000 or more",Bachelor's degree or more,35-44,Male,Doing okay,Somewhat worse off,No,Yes,Yes,0.9059
Black,"$50,000–$99,999",Some college/technical or associates degree,45-54,Male,Just getting by,Somewhat better off,No,Yes,No,0.9258
White,"$50,000–$99,999",Bachelor's degree or more,75+,Female,Living comfortably,About the same,Yes,,Yes,0.6634
White,"$50,000–$99,999",Some college/technical or associates degree,75+,Female,Doing okay,Somewhat worse off,No,Yes,Yes,0.6987
White,"Less than $25,000",Bachelor's degree or more,25-34,Male,Doing okay,About the same,No,No,Yes,0.9123
White,"$100,000 or more",Some college/technical or associates degree,45-54,Male,Doing okay,About the same,Yes,,Yes,0.8638
White,"$100,000 or more",Some college/technical or associates degree,45-54,Female,Doing okay,Somewhat worse off,No,Yes,Yes,0.8895
White,"$100,000 or more",Bachelor's degree or more,65-74,Female,Living comfortably,About the same,Yes,,Yes,1.0543
White,"$100,000 or more",Bachelor's degree or more,55-64,Female,Living comfortably,Much better off,Yes,,Yes,0.9365
White,"Less than $25,000",High school degree or GED,55-64,Male,Finding it difficult to get by,Somewhat worse off,No,No,No,0.6589
White,"$25,000–$49,999",High school degree or GED,35-44,Male,Just getting by,About the same,No,No,No,1.0538
White,"$25,000–$49,999",High school degree or GED,65-74,Male,Doing okay,About the same,Yes,,Yes,0.8189
White,"$50,000–$99,999",Some college/technical or associates degree,35-44,Female,Doing okay,Much worse off,No,No,Yes,1.0625
Hispanic,"$25,000–$49,999",High school degree or GED,65-74,Female,Doing okay,About the same,Yes,,Yes,1.2331
Black,"$50,000–$99,999",Bachelor's degree or more,25-34,Male,Doing okay,Somewhat better off,Yes,,Yes,0.8511
Black,"$25,000–$49,999",Some college/technical or associates degree,65-74,Male,Living comfortably,Somewhat better off,Yes,,Yes,0.812
White,"$100,000 or more",Bachelor's degree or more,45-54,Male,Doing okay,Somewhat worse off,Yes,,Yes,0.7659
Hispanic,"$100,000 or more",Bachelor's degree or more,45-54,Male,Doing okay,About the same,No,Yes,Yes,0.7905
Hispanic,"$50,000–$99,999",High school degree or GED,35-44,Female,Living comfortably,Somewhat better off,Yes,,Yes,1.7851
Asian,"$100,000 or more",Bachelor's degree or more,35-44,Female,Living comfortably,About the same,Yes,,Yes,1.8537
Hispanic,"$100,000 or more",Bachelor's degree or more,45-54,Male,Doing okay,Somewhat better off,No,Yes,Yes,0.5821
White,"$100,000 or more",Bachelor's degree or more,55-64,Female,Living comfortably,About the same,Yes,,Yes,1.1371
White,"$25,000–$49,999",Bachelor's degree or more,35-44,Female,Doing okay,About the same,Yes,,Yes,0.8125
Hispanic,"$100,000 or more",Some college/technical or associates degree,35-44,Female,Finding it difficult to get by,Much worse off,No,Yes,No,1.2394
White,"$50,000–$99,999",Some college/technical or associates degree,65-74,Male,Doing okay,About the same,No,No,Yes,0.7282
White,"$50,000–$99,999",Some college/technical or associates degree,75+,Male,Living comfortably,About the same,Yes,,Yes,0.5504
White,"$100,000 or more",Bachelor's degree or more,65-74,Male,Living comfortably,Somewhat better off,Yes,,Yes,0.6936
White,"$50,000–$99,999",Bachelor's degree or more,65-74,Female,Doing okay,About the same,Yes,,Yes,0.6585
White,"$50,000–$99,999",Some college/technical or associates degree,65-74,Male,Living comfortably,About the same,Yes,,Yes,0.7282
White,"Less than $25,000",Some college/technical or associates degree,75+,Female,Doing okay,Much worse off,Yes,,Yes,1.133
White,"$25,000–$49,999",Some college/technical or associates degree,65-74,Male,Living comfortably,About the same,Yes,,Yes,0.6041
White,"$50,000–$99,999",Some college/technical or associates degree,35-44,Male,Just getting by,About the same,Yes,,No,0.9511
White,"$100,000 or more",Bachelor's degree or more,55-64,Female,Living comfortably,Somewhat worse off,Yes,,Yes,0.8945
White,"$100,000 or more",Some college/technical or associates degree,45-54,Female,Living comfortably,About the same,Yes,,Yes,1.2891
Hispanic,"$100,000 or more",Bachelor's degree or more,45-54,Female,Finding it difficult to get by,About the same,No,No,No,0.7692
White,"$50,000–$99,999",Bachelor's degree or more,75+,Female,Living comfortably,Much worse off,Yes,,Yes,0.7521
Hispanic,"$50,000–$99,999",Some college/technical or associates degree,75+,Male,Just getting by,About the same,No,Yes,No,0.8172
Black,"$50,000–$99,999",High school degree or GED,65-74,Female,Doing okay,About the same,No,Yes,Yes,0.8684
White,"$25,000–$49,999",Bachelor's degree or more,65-74,Male,Doing okay,Much worse off,Yes,,Yes,0.4149
White,"$100,000 or more",Bachelor's degree or more,55-64,Male,Doing okay,Somewhat worse off,Yes,,Yes,0.7856
White,"$100,000 or more",Bachelor's degree or more,65-74,Male,Living comfortably,About the same,Yes,,Yes,0.5461
White,"$50,000–$99,999",High school degree or GED,65-74,Female,Doing okay,Somewhat worse off,Yes,,Yes,1.0042
White,"$50,000–$99,999",Bachelor's degree or more,25-34,Female,Doing okay,Somewhat better off,Yes,,Yes,1.0704
White,"Less than $25,000",Some college/technical or associates degree,25-34,Female,Doing okay,About the same,Yes,,Yes,0.718
White,"Less than $25,000",High school degree or GED,65-74,Male,Doing okay,Somewhat worse off,Yes,,Yes,0.9854
White,"$50,000–$99,999",High school degree or GED,35-44,Male,Doing okay,About the same,No,No,Yes,1.303
White,"$100,000 or more",Bachelor's degree or more,35-44,Male,Doing okay,Somewhat better off,Yes,,Yes,0.8724
White,"$50,000–$99,999",Bachelor's degree or more,65-74,Female,Living comfortably,Somewhat better off,Yes,,Yes,0.7275
White,"$100,000 or more",Some college/technical or associates degree,45-54,Male,Living comfortably,Somewhat worse off,Yes,,Yes,1.0696
White,"$25,000–$49,999",High school degree or GED,55-64,Female,Doing okay,Somewhat worse off,Yes,,Yes,0.8743
White,"$25,000–$49,999",Some college/technical or associates degree,65-74,Male,Doing okay,About the same,Yes,,Yes,0.4747
White,"$50,000–$99,999",Some college/technical or associates degree,45-54,Male,Just getting by,Somewhat worse off,No,Yes,No,0.8095
White,"$100,000 or more",Bachelor's degree or more,45-54,Female,Living comfortably,About the same,Yes,,Yes,1.1371
White,"$50,000–$99,999",Bachelor's degree or more,65-74,Male,Living comfortably,Much better off,Yes,,Yes,0.4364
White,"$100,000 or more",Bachelor's degree or more,45-54,Female,Living comfortably,About the same,Yes,,Yes,1.247
White,"$50,000–$99,999",High school degree or GED,75+,Female,Doing okay,About the same,Yes,,Yes,0.6778
White,"$100,000 or more",Bachelor's degree or more,55-64,Male,Doing okay,Somewhat worse off,Yes,,Yes,0.6936
White,"$100,000 or more",Bachelor's degree or more,75+,Male,Living comfortably,Somewhat better off,Yes,,Yes,0.5461
White,"Less than $25,000",Some college/technical or associates degree,65-74,Female,Finding it difficult to get by,Much worse off,No,No,No,0.5721
White,"$50,000–$99,999",High school degree or GED,55-64,Male,Doing okay,About the same,Yes,,Yes,1.1847
White,"$100,000 or more",Bachelor's degree or more,75+,Female,Living comfortably,About the same,Yes,,Yes,1.0279
White,"$100,000 or more",Some college/technical or associates degree,65-74,Female,Living comfortably,Somewhat better off,Yes,,Yes,0.9937
White,"$100,000 or more",Bachelor's degree or more,75+,Female,Living comfortably,About the same,Yes,,Yes,1.0279
White,"$50,000–$99,999",High school degree or GED,35-44,Male,Doing okay,About the same,Yes,,Yes,0.9089
White,"$50,000–$99,999",High school degree or GED,75+,Female,Living comfortably,About the same,Yes,,Yes,0.8743
White,"Less than $25,000",Some college/technical or associates degree,65-74,Male,Doing okay,About the same,Yes,,Yes,0.5437
White,"$100,000 or more",Some college/technical or associates degree,65-74,Female,Living comfortably,About the same,Yes,,Yes,1.0899
White,"$50,000–$99,999",Some college/technical or associates degree,65-74,Female,Living comfortably,Much better off,Yes,,Yes,0.7471
White,"$25,000–$49,999",High school degree or GED,75+,Female,Doing okay,Somewhat better off,Yes,,Yes,1.117
White,"$100,000 or more",Bachelor's degree or more,35-44,Female,Doing okay,Somewhat better off,Yes,,Yes,1.1727
White,"$25,000–$49,999",Bachelor's degree or more,55-64,Male,Doing okay,About the same,Yes,,Yes,0.4149
Hispanic,"$50,000–$99,999",Some college/technical or associates degree,35-44,Female,Doing okay,Somewhat better off,No,Yes,Yes,1.0077
White,"$100,000 or more",Some college/technical or associates degree,35-44,Male,Finding it difficult to get by,Much worse off,No,No,No,1.2692
Black,"$50,000–$99,999",Some college/technical or associates degree,65-74,Male,Doing okay,About the same,Yes,,Yes,0.6558
White,"Less than $25,000",High school degree or GED,35-44,Male,Finding it difficult to get by,Much worse off,No,No,No,0.8325
Hispanic,"$50,000–$99,999",Some college/technical or associates degree,35-44,Female,Finding it difficult to get by,Much worse off,No,No,No,2.0096
White,"$50,000–$99,999",Bachelor's degree or more,65-74,Female,Living comfortably,About the same,Yes,,Yes,0.7763
White,"$25,000–$49,999",Bachelor's degree or more,35-44,Female,Just getting by,About the same,No,No,No,0.8182
White,"$100,000 or more",Bachelor's degree or more,65-74,Male,Doing okay,Somewhat worse off,Yes,,Yes,0.6324
Black,"$50,000–$99,999",Bachelor's degree or more,65-74,Female,Doing okay,About the same,Yes,,Yes,0.8049
White,"$25,000–$49,999",High school degree or GED,75+,Female,Living comfortably,About the same,Yes,,Yes,0.9392
White,"$100,000 or more",Bachelor's degree or more,65-74,Male,Living comfortably,About the same,Yes,,Yes,0.6936
White,"Less than $25,000",Some college/technical or associates degree,55-64,Female,Just getting by,Somewhat worse off,No,No,No,0.8102
White,"$50,000–$99,999",High school degree or GED,75+,Female,Doing okay,Somewhat worse off,Yes,,Yes,0.8581
White,"$50,000–$99,999",Some college/technical or associates degree,55-64,Female,Just getting by,Somewhat worse off,No,Yes,No,0.8111
White,"$100,000 or more",Bachelor's degree or more,75+,Female,Living comfortably,Somewhat better off,Yes,,Yes,1.0543
Other,"Less than $25,000",Some college/technical or associates degree,55-64,Male,Finding it difficult to get by,Much worse off,No,No,No,1.2494
Hispanic,"$100,000 or more",Bachelor's degree or more,45-54,Female,Living comfortably,Somewhat better off,No,Yes,Yes,1.2234
Hispanic,"$50,000–$99,999",Some college/technical or associates degree,25-34,Male,Living comfortably,Much better off,Yes,,Yes,1.563
Asian,"$100,000 or more",Bachelor's degree or more,75+,Male,Living comfortably,About the same,Yes,,Yes,0.7651
White,"$25,000–$49,999",Some college/technical or associates degree,75+,Female,Doing okay,About the same,Yes,,Yes,0.6173
Asian,"$100,000 or more",Bachelor's degree or more,35-44,Male,Living comfortably,About the same,Yes,,Yes,1.1908
White,"$100,000 or more",High school degree or GED,65-74,Female,Just getting by,Somewhat worse off,No,No,No,0.8802
White,"$100,000 or more",Bachelor's degree or more,65-74,Female,Living comfortably,About the same,No,Yes,Yes,0.9613
White,"$100,000 or more",Bachelor's degree or more,35-44,Female,Living comfortably,About the same,No,Yes,Yes,1.4522
White,"$100,000 or more",Some college/technical or associates degree,45-54,Female,Just getting by,Somewhat worse off,No,Yes,No,1.2567
White,"$25,000–$49,999",High school degree or GED,65-74,Male,Doing okay,About the same,Yes,,Yes,0.6703
White,"$50,000–$99,999",High school degree or GED,75+,Female,Living comfortably,About the same,Yes,,Yes,0.8333
Hispanic,"$100,000 or more",Bachelor's degree or more,45-54,Male,Just getting by,Much better off,No,Yes,No,0.7905
Black,"$100,000 or more",Bachelor's degree or more,35-44,Female,Living comfortably,Much better off,Yes,,Yes,1.5456
