age_group,race,income,gender,JOBSAT_W157,JOBSEC_W157,AIWRKOPPO_W157,AIWRKFEEL_c_W157,AIWRKHEARD_W157,CHATWRK_W157,WEIGHT_W157
18-29,Black,Low,Female,3.0,3.0,2.0,1.0,2.0,5.0,1.6451115171743962
65+,White,Upper,Female,2.0,1.0,3.0,1.0,1.0,,1.057196851209914
30-49,White,Middle,Female,2.0,2.0,2.0,1.0,1.0,4.0,0.4744637710460861
30-49,White,Middle,Male,2.0,2.0,2.0,1.0,2.0,5.0,1.0018562003107865
30-49,White,Upper,Male,2.0,2.0,2.0,1.0,2.0,,0.6687984987305727
50-64,Other,Middle,Male,2.0,4.0,,,3.0,4.0,0.9654833767928712
30-49,Hispanic,Middle,Female,3.0,2.0,2.0,1.0,1.0,3.0,0.6089463623824244
30-49,White,Middle,Male,5.0,5.0,4.0,1.0,1.0,3.0,2.0183522837996293
50-64,White,Middle,Male,2.0,1.0,3.0,2.0,1.0,,4.764723573445259
65+,White,Middle,Male,2.0,1.0,4.0,2.0,1.0,5.0,0.8381722433784107
18-29,White,Low,Female,2.0,2.0,3.0,1.0,2.0,5.0,0.7920000581032461
65+,White,Upper,Male,1.0,1.0,2.0,2.0,2.0,5.0,0.5784613802005619
30-49,White,Middle,Male,2.0,1.0,3.0,1.0,2.0,5.0,0.8572927550470498
30-49,Black,Low,Female,5.0,4.0,4.0,1.0,2.0,,0.6338770730930656
50-64,White,Middle,Male,1.0,2.0,3.0,2.0,2.0,5.0,1.1343697470308396
50-64,White,Middle,Male,4.0,2.0,3.0,2.0,2.0,5.0,0.920187922331251
18-29,White,Middle,Female,4.0,3.0,2.0,1.0,2.0,3.0,0.710739749509539
65+,White,Upper,Male,3.0,2.0,3.0,1.0,2.0,4.0,0.8673567104398671
50-64,White,Upper,Female,1.0,2.0,4.0,1.0,2.0,2.0,0.5277851465131803
50-64,White,Middle,Female,5.0,5.0,1.0,2.0,1.0,1.0,0.9475155188557888
65+,White,Middle,Female,3.0,3.0,2.0,2.0,2.0,4.0,0.5816288191328879
30-49,White,Upper,Female,3.0,2.0,3.0,1.0,2.0,5.0,0.8770949059078904
18-29,White,Middle,Male,4.0,1.0,2.0,1.0,2.0,4.0,1.6652477839623965
18-29,Other,Upper,Male,3.0,1.0,3.0,1.0,2.0,,0.769262805449063
65+,White,Middle,Male,2.0,2.0,4.0,1.0,1.0,5.0,0.8481681680755574
50-64,Black,Middle,Male,2.0,3.0,,,3.0,5.0,1.5236592325984677
30-49,White,Middle,Male,1.0,2.0,3.0,2.0,2.0,5.0,1.1394733754219424
30-49,White,Upper,Female,2.0,1.0,3.0,1.0,1.0,5.0,0.5144665265722157
30-49,Hispanic,Low,Female,1.0,1.0,,,3.0,5.0,1.565863735302505
65+,White,Middle,Male,2.0,2.0,2.0,1.0,2.0,5.0,0.2160383238370175
65+,White,Middle,Female,3.0,1.0,2.0,2.0,2.0,,0.8045040441515291
50-64,Hispanic,Middle,Male,1.0,2.0,2.0,1.0,1.0,5.0,0.8976950732177486
50-64,Black,Upper,Male,3.0,3.0,4.0,2.0,2.0,4.0,0.2587989502535143
50-64,Other,Middle,Male,3.0,4.0,4.0,1.0,1.0,5.0,0.6596532570489003
30-49,White,Upper,Female,2.0,1.0,3.0,1.0,2.0,3.0,0.5976803606316669
18-29,White,Middle,Female,1.0,2.0,2.0,1.0,1.0,5.0,1.0544039756205676
30-49,White,Upper,Female,3.0,3.0,3.0,1.0,2.0,5.0,0.2927673952085738
30-49,Black,Middle,Female,4.0,2.0,,,3.0,,0.8234142534489063
50-64,Hispanic,Middle,Male,1.0,1.0,2.0,1.0,1.0,2.0,0.1992558171134416
50-64,White,Middle,Female,4.0,2.0,2.0,1.0,2.0,5.0,1.600480341959535
30-49,Hispanic,Middle,Female,2.0,2.0,2.0,2.0,2.0,5.0,0.5920669070411331
30-49,White,Middle,Male,2.0,2.0,2.0,1.0,2.0,4.0,0.6171298763120185
30-49,White,Upper,Male,1.0,2.0,4.0,1.0,2.0,4.0,0.5247166848161958
50-64,White,Upper,Female,1.0,1.0,2.0,1.0,2.0,5.0,0.96609170018261
18-29,White,Low,Female,3.0,2.0,3.0,2.0,1.0,5.0,2.234123122476225
30-49,Hispanic,Middle,Female,2.0,2.0,2.0,1.0,2.0,3.0,0.9405367291309013
30-49,White,Upper,Male,3.0,1.0,3.0,1.0,2.0,4.0,0.4704373139959521
50-64,White,Middle,Female,1.0,1.0,2.0,2.0,2.0,4.0,0.604505109734394
30-49,White,Low,Female,4.0,3.0,2.0,1.0,2.0,5.0,2.4271664711991567
30-49,White,Upper,Female,3.0,1.0,,,3.0,,0.7244985290523228
30-49,White,Upper,Male,2.0,1.0,3.0,2.0,1.0,5.0,0.4701451918992536
30-49,White,Middle,Female,3.0,1.0,2.0,2.0,2.0,,0.8026601131881074
50-64,White,Middle,Female,3.0,2.0,4.0,1.0,2.0,,0.2953189008750783
18-29,White,Upper,Male,2.0,1.0,3.0,2.0,2.0,4.0,1.7227382753746543
30-49,Other,Middle,Male,2.0,2.0,4.0,1.0,2.0,4.0,0.9643199865433328
50-64,White,Upper,Female,1.0,1.0,2.0,1.0,1.0,3.0,0.560095275790554
30-49,White,Middle,Male,3.0,2.0,4.0,2.0,1.0,4.0,0.69587593097772
65+,White,Upper,Female,1.0,1.0,3.0,2.0,2.0,,0.243873311901731
50-64,White,Middle,Female,2.0,2.0,2.0,1.0,2.0,5.0,0.4596701272771653
18-29,Black,Middle,Male,3.0,3.0,3.0,2.0,1.0,5.0,4.062953342059457
30-49,White,Middle,Male,3.0,3.0,3.0,1.0,2.0,5.0,0.9848740914456876
18-29,White,Upper,Male,2.0,1.0,1.0,1.0,2.0,3.0,3.975646270916915
30-49,White,Upper,Female,3.0,2.0,3.0,2.0,2.0,4.0,0.7454719374691605
30-49,White,Middle,Male,3.0,4.0,2.0,1.0,1.0,2.0,0.639917463149098
50-64,Asian,Middle,Female,5.0,4.0,2.0,1.0,2.0,5.0,0.5195115457552933
50-64,Hispanic,Middle,Male,1.0,1.0,3.0,1.0,2.0,5.0,0.7101414435045231
30-49,White,Upper,Male,2.0,2.0,3.0,2.0,1.0,4.0,0.5169216089634197
30-49,Other,Upper,Male,3.0,2.0,4.0,2.0,2.0,3.0,0.8493513386079281
18-29,Hispanic,Low,Female,3.0,4.0,4.0,1.0,2.0,,0.7873734766078863
30-49,White,Upper,Female,2.0,2.0,1.0,1.0,1.0,2.0,0.3540169034501342
50-64,Hispanic,Low,Male,2.0,3.0,2.0,2.0,2.0,5.0,4.764723573445259
50-64,Other,Middle,Male,3.0,2.0,3.0,1.0,2.0,,0.3758441264928439
50-64,White,Upper,Male,3.0,1.0,2.0,1.0,2.0,5.0,0.4326931000613848
30-49,Hispanic,Low,Male,4.0,3.0,2.0,1.0,1.0,3.0,3.533557214330353
30-49,Black,Middle,Female,1.0,1.0,,,3.0,,1.045093391107386
65+,White,Low,Male,3.0,2.0,,,3.0,,0.8709314179649524
30-49,White,Low,Female,5.0,4.0,4.0,1.0,2.0,5.0,1.2116568948288922
50-64,White,Middle,Female,2.0,2.0,3.0,2.0,2.0,5.0,0.9252075890382058
65+,White,Middle,Male,1.0,1.0,3.0,2.0,2.0,5.0,0.5228207649667613
30-49,White,Upper,Male,2.0,1.0,1.0,2.0,2.0,5.0,1.6419803593240327
65+,White,Middle,Female,3.0,2.0,2.0,1.0,2.0,5.0,1.160556715887983
50-64,Other,Middle,Female,3.0,3.0,3.0,1.0,2.0,,1.5263718502227592
30-49,Asian,Middle,Male,2.0,2.0,3.0,2.0,2.0,5.0,0.8168385492749933
30-49,White,Middle,Male,2.0,2.0,3.0,2.0,2.0,5.0,2.2096911973911633
30-49,Hispanic,Low,Male,3.0,4.0,3.0,2.0,2.0,3.0,0.6329332339617553
50-64,White,Middle,Female,2.0,2.0,2.0,1.0,2.0,5.0,0.5482416977370781
50-64,White,Upper,Female,3.0,3.0,3.0,1.0,1.0,2.0,0.4052041394549147
50-64,Asian,Middle,Female,4.0,5.0,2.0,1.0,2.0,4.0,0.7044665473149544
65+,Black,Upper,Female,1.0,3.0,2.0,1.0,2.0,5.0,0.5495962070714222
30-49,Hispanic,Low,Female,3.0,2.0,1.0,2.0,2.0,4.0,1.8272875968178064
30-49,Hispanic,Middle,Male,2.0,2.0,4.0,2.0,2.0,5.0,0.5107838360100005
65+,White,Upper,Male,1.0,2.0,3.0,2.0,1.0,5.0,0.6254165810057526
30-49,Black,Middle,Female,3.0,5.0,,,3.0,4.0,0.92777446842315
50-64,White,Middle,Female,3.0,5.0,2.0,1.0,2.0,5.0,0.6774201787131994
18-29,Other,Middle,Female,3.0,3.0,3.0,1.0,1.0,4.0,2.169516925920587
30-49,White,Upper,Male,3.0,2.0,3.0,2.0,1.0,2.0,0.7229089425605575
30-49,Hispanic,Middle,Female,3.0,3.0,2.0,1.0,1.0,5.0,0.3470191819377283
30-49,White,Middle,Male,2.0,3.0,2.0,2.0,1.0,5.0,1.5557875384564277
65+,White,Middle,Female,1.0,1.0,2.0,1.0,2.0,5.0,0.2613505870864986
50-64,White,Middle,Female,2.0,3.0,,,3.0,,0.5141808836999043
30-49,White,Low,Male,5.0,5.0,3.0,1.0,1.0,5.0,1.6386889220599736
50-64,White,Upper,Female,3.0,1.0,,,3.0,5.0,0.7026951187498687
30-49,Other,Upper,Male,2.0,2.0,3.0,2.0,1.0,4.0,0.7330062322005574
30-49,White,Upper,Female,2.0,1.0,4.0,2.0,1.0,4.0,0.5388832313430028
65+,White,Upper,Female,2.0,2.0,3.0,1.0,2.0,4.0,0.3346057665677256
18-29,Asian,Upper,Female,3.0,3.0,4.0,2.0,2.0,4.0,1.786158689537581
30-49,Hispanic,Upper,Male,4.0,1.0,3.0,1.0,2.0,5.0,1.201060867190644
30-49,Black,Middle,Female,2.0,2.0,,,3.0,,1.3711279326085668
50-64,White,Middle,Female,4.0,1.0,2.0,1.0,2.0,4.0,0.5778724088794187
65+,White,Middle,Female,3.0,2.0,1.0,2.0,2.0,,1.8113959180094577
30-49,Hispanic,Middle,Female,2.0,4.0,3.0,2.0,2.0,4.0,1.3591262904738726
65+,White,Middle,Female,2.0,2.0,2.0,1.0,1.0,4.0,0.4066552923642438
30-49,Hispanic,Upper,Female,3.0,2.0,2.0,1.0,2.0,2.0,0.7729446397885651
30-49,Hispanic,Middle,Male,3.0,3.0,3.0,2.0,1.0,,0.4763396565439691
50-64,Hispanic,Middle,Male,3.0,1.0,3.0,1.0,2.0,5.0,1.8635538336176516
50-64,White,Upper,Female,2.0,1.0,,,3.0,,0.6988839892374699
50-64,White,Middle,Male,4.0,2.0,2.0,1.0,1.0,4.0,1.0753602265495437
18-29,Asian,Low,Male,4.0,3.0,1.0,2.0,1.0,2.0,4.764723573445259
65+,White,Middle,Male,1.0,1.0,4.0,2.0,2.0,,0.4639208467044644
30-49,White,Upper,Female,3.0,3.0,3.0,2.0,2.0,,1.1603976315342417
30-49,Hispanic,Upper,Male,2.0,3.0,,,3.0,,1.815553633901958
30-49,White,Middle,Female,2.0,1.0,2.0,1.0,2.0,,1.8030970518169165
50-64,White,Middle,Female,4.0,2.0,2.0,1.0,2.0,5.0,1.0503278850304891
50-64,White,Middle,Female,1.0,1.0,3.0,1.0,2.0,5.0,3.18891707382441
30-49,White,Middle,Male,3.0,2.0,3.0,2.0,2.0,,0.9248678538474708
30-49,Black,Low,Female,2.0,1.0,2.0,1.0,2.0,5.0,0.4367357677519394
50-64,White,Middle,Female,3.0,2.0,3.0,2.0,2.0,4.0,0.9766309072939172
50-64,Black,Middle,Male,3.0,4.0,4.0,1.0,1.0,,0.9205887948680728
50-64,White,Middle,Male,3.0,2.0,2.0,1.0,2.0,5.0,0.9479557246194532
30-49,White,Middle,Male,1.0,3.0,1.0,1.0,2.0,2.0,0.6188775600241011
30-49,Other,Middle,Female,2.0,1.0,3.0,1.0,1.0,4.0,0.4236212980501931
30-49,White,Middle,Female,1.0,1.0,,,3.0,5.0,1.1314397779097374
30-49,Hispanic,Middle,Male,2.0,2.0,2.0,1.0,2.0,5.0,0.7248646730953492
50-64,White,Middle,Female,3.0,2.0,3.0,2.0,1.0,2.0,0.4785218861294482
18-29,White,Middle,Female,3.0,2.0,2.0,1.0,2.0,4.0,0.4653313525464648
50-64,White,Low,Female,2.0,2.0,,,3.0,,0.8785212065060221
50-64,White,Middle,Male,4.0,2.0,2.0,1.0,1.0,5.0,1.1701676127408522
50-64,Black,Middle,Female,3.0,5.0,3.0,2.0,2.0,5.0,0.7604987630377696
30-49,White,Middle,Female,3.0,2.0,3.0,1.0,2.0,4.0,0.8075700337808468
18-29,Other,Upper,Male,4.0,2.0,3.0,1.0,1.0,5.0,0.7107954060407494
50-64,Hispanic,Middle,Female,3.0,2.0,2.0,1.0,2.0,5.0,1.071998392514366
50-64,White,Middle,Male,2.0,2.0,2.0,1.0,2.0,5.0,0.9677677245705286
30-49,Black,Upper,Female,3.0,1.0,3.0,1.0,1.0,4.0,0.7031106476449228
30-49,White,Middle,Female,3.0,5.0,2.0,1.0,2.0,2.0,0.7218853653943105
30-49,White,Middle,Male,3.0,4.0,3.0,1.0,2.0,4.0,0.7092904815995553
50-64,White,Middle,Male,2.0,1.0,2.0,1.0,1.0,5.0,0.3573826513776801
30-49,White,Upper,Male,1.0,1.0,,,3.0,,1.077328794881269
30-49,White,Upper,Female,3.0,3.0,4.0,1.0,2.0,5.0,0.3925223547955982
18-29,White,Low,Female,3.0,3.0,,,3.0,,1.4555581473521904
30-49,White,Middle,Male,3.0,1.0,3.0,2.0,2.0,5.0,0.9588833419767616
18-29,Hispanic,Upper,Male,3.0,2.0,4.0,2.0,2.0,5.0,2.6730236709865967
18-29,Hispanic,Low,Female,3.0,3.0,2.0,2.0,2.0,5.0,2.2692281892466952
50-64,Hispanic,Upper,Male,3.0,2.0,2.0,1.0,1.0,5.0,0.6962193323411109
50-64,Hispanic,Middle,Female,2.0,1.0,2.0,2.0,2.0,,0.6466608988324629
50-64,White,Middle,Male,4.0,1.0,,,3.0,,4.614466968045434
18-29,White,Upper,Female,4.0,2.0,3.0,2.0,2.0,4.0,1.7745543826318328
65+,White,Middle,Male,2.0,2.0,2.0,2.0,1.0,5.0,0.6267624016373526
50-64,White,Low,Female,3.0,5.0,2.0,1.0,1.0,5.0,1.125814941968327
50-64,White,Middle,Female,2.0,2.0,4.0,1.0,1.0,,0.910096322731668
30-49,Hispanic,Middle,Female,3.0,1.0,4.0,1.0,2.0,4.0,0.8455589120332364
50-64,White,Middle,Female,2.0,2.0,3.0,1.0,1.0,4.0,0.398316314268389
50-64,Hispanic,Low,Male,3.0,2.0,,,3.0,,0.3991431922333098
30-49,White,Upper,Female,2.0,2.0,3.0,2.0,2.0,2.0,0.3155579543407669
18-29,White,Middle,Male,3.0,2.0,3.0,1.0,2.0,4.0,1.8358458631913952
18-29,Other,Middle,Male,3.0,1.0,3.0,1.0,1.0,5.0,0.4570820620813401
18-29,White,Middle,Female,3.0,1.0,3.0,2.0,2.0,5.0,1.8347799093377977
50-64,White,Upper,Female,4.0,1.0,4.0,1.0,2.0,2.0,0.9976643009437052
30-49,Hispanic,Upper,Female,3.0,2.0,1.0,1.0,1.0,2.0,0.3942914434420816
65+,White,Middle,Female,3.0,1.0,3.0,1.0,2.0,5.0,0.4729165857287546
50-64,White,Upper,Female,1.0,1.0,4.0,1.0,1.0,2.0,0.5071299164322777
30-49,White,Upper,Female,2.0,1.0,3.0,1.0,1.0,3.0,0.4741769015228613
30-49,White,Middle,Male,2.0,2.0,3.0,1.0,2.0,4.0,0.3734689967837292
50-64,White,Low,Female,3.0,1.0,,,3.0,,0.8193302481639235
30-49,White,Middle,Male,2.0,2.0,3.0,2.0,2.0,5.0,0.7252680973296818
30-49,White,Upper,Female,3.0,2.0,3.0,2.0,2.0,2.0,0.4848916202034946
18-29,White,Middle,Female,3.0,2.0,3.0,1.0,1.0,5.0,0.5898674167051848
30-49,White,Upper,Male,1.0,3.0,2.0,1.0,2.0,5.0,0.8258318295615896
30-49,White,Low,Female,3.0,2.0,2.0,2.0,2.0,1.0,0.7209953230409206
30-49,Hispanic,Low,Male,3.0,2.0,2.0,1.0,2.0,5.0,2.641797574576243
50-64,White,Upper,Female,2.0,2.0,2.0,1.0,1.0,5.0,0.6310035948547207
30-49,White,Low,Male,2.0,3.0,3.0,1.0,2.0,4.0,1.077195157018414
50-64,White,Middle,Male,2.0,2.0,,,3.0,,0.8449683261007709
30-49,Hispanic,Low,Female,1.0,2.0,4.0,1.0,1.0,5.0,0.5495572133176992
65+,White,Middle,Male,1.0,1.0,3.0,1.0,2.0,5.0,0.6639622026199331
50-64,White,Upper,Female,3.0,3.0,,,3.0,,0.7924623850583836
50-64,White,Upper,Female,2.0,1.0,3.0,1.0,1.0,5.0,0.4785597754595192
30-49,Hispanic,Middle,Female,2.0,2.0,3.0,1.0,1.0,5.0,0.7778627370676519
65+,Asian,Low,Male,2.0,2.0,3.0,1.0,2.0,5.0,0.5897911146038458
50-64,White,Middle,Female,3.0,2.0,2.0,1.0,2.0,4.0,0.5467480841830527
30-49,Hispanic,Middle,Female,3.0,2.0,2.0,2.0,2.0,5.0,0.4638724923134614
50-64,Asian,Upper,Female,3.0,3.0,2.0,1.0,2.0,5.0,0.5638966486589055
30-49,White,Middle,Male,3.0,1.0,3.0,2.0,2.0,,2.4975653421045374
30-49,White,Middle,Female,4.0,4.0,2.0,1.0,2.0,5.0,0.648510868530279
50-64,Other,Upper,Male,2.0,2.0,3.0,2.0,2.0,4.0,0.3021781064790116
30-49,White,Upper,Male,2.0,1.0,2.0,1.0,2.0,5.0,0.936224001834578
30-49,White,Upper,Male,3.0,3.0,2.0,2.0,2.0,,0.5919996922338303
50-64,White,Middle,Female,2.0,2.0,2.0,1.0,2.0,5.0,0.4618654937596522
65+,White,Upper,Female,1.0,1.0,3.0,2.0,1.0,5.0,0.6674239732772016
18-29,White,Upper,Female,3.0,1.0,3.0,1.0,1.0,5.0,0.826360885731991
30-49,White,Middle,Female,4.0,5.0,2.0,1.0,2.0,5.0,0.8903417404766352
50-64,White,Middle,Male,2.0,2.0,2.0,1.0,2.0,5.0,0.939189954094928
50-64,White,Upper,Male,3.0,2.0,3.0,2.0,2.0,,0.8391194739790091
30-49,White,Middle,Female,3.0,4.0,2.0,1.0,2.0,,0.4471993723457697
30-49,White,Middle,Male,3.0,2.0,3.0,2.0,2.0,4.0,1.7602701826232212
30-49,Asian,Middle,Female,2.0,1.0,4.0,1.0,2.0,5.0,1.1815299265360624
30-49,White,Middle,Male,2.0,1.0,3.0,1.0,2.0,5.0,1.50111874837877
50-64,White,Upper,Male,1.0,2.0,3.0,1.0,1.0,5.0,1.720635478223354
30-49,White,Middle,Female,3.0,1.0,3.0,1.0,2.0,5.0,0.5984927662975137
30-49,White,Middle,Male,3.0,3.0,3.0,2.0,1.0,3.0,0.7089986435549778
50-64,White,Middle,Male,3.0,2.0,4.0,2.0,2.0,3.0,0.2165929332989353
18-29,White,Low,Female,4.0,3.0,2.0,1.0,2.0,,2.343036364881286
30-49,White,Upper,Male,2.0,3.0,4.0,2.0,2.0,5.0,0.5995292253118494
50-64,Black,Low,Female,3.0,5.0,2.0,2.0,1.0,5.0,0.6104972997699315
30-49,Black,Middle,Female,2.0,4.0,,,3.0,,1.3422235066767545
18-29,Black,Low,Male,2.0,2.0,,,3.0,5.0,3.2204986039692884
30-49,White,Middle,Male,3.0,1.0,3.0,2.0,2.0,,0.910508385448764
50-64,Other,Middle,Female,3.0,2.0,3.0,1.0,1.0,5.0,0.4394103884069367
30-49,Hispanic,Middle,Female,3.0,1.0,2.0,1.0,2.0,,0.6801421199720382
50-64,White,Middle,Female,3.0,1.0,3.0,2.0,2.0,5.0,0.6388223424098958
30-49,Black,Low,Female,1.0,2.0,,,3.0,,0.9534196340394964
30-49,White,Middle,Female,2.0,2.0,4.0,1.0,2.0,5.0,0.4579696221932736
30-49,White,Middle,Female,3.0,2.0,2.0,1.0,2.0,2.0,0.7865880376709894
50-64,Black,Low,Male,2.0,2.0,4.0,2.0,2.0,,4.764723573445259
30-49,White,Upper,Male,2.0,1.0,3.0,1.0,1.0,3.0,0.4191856206200549
30-49,White,Upper,Male,2.0,1.0,3.0,1.0,2.0,2.0,0.3997170227838955
50-64,White,Upper,Female,3.0,2.0,4.0,2.0,2.0,4.0,0.5791692404747123
65+,White,Middle,Female,2.0,2.0,3.0,2.0,2.0,3.0,0.9651996720696446
30-49,White,Middle,Male,2.0,1.0,1.0,1.0,1.0,4.0,0.8297175238922082
30-49,Other,Middle,Male,2.0,2.0,2.0,2.0,1.0,4.0,0.7506189313771182
30-49,White,Upper,Female,3.0,1.0,2.0,1.0,2.0,5.0,1.4207936083335408
30-49,Hispanic,Upper,Female,3.0,2.0,1.0,2.0,2.0,1.0,1.0217144691536055
50-64,White,Upper,Female,2.0,2.0,2.0,2.0,2.0,5.0,0.4036648674880266
50-64,White,Upper,Male,2.0,1.0,3.0,1.0,2.0,5.0,0.821850307100131
30-49,White,Upper,Male,1.0,2.0,3.0,1.0,2.0,4.0,1.045062111131689
50-64,White,Middle,Male,3.0,1.0,2.0,2.0,2.0,5.0,0.5512424547814002
18-29,White,Middle,Female,2.0,2.0,2.0,1.0,2.0,2.0,1.639808538003068
30-49,Black,Middle,Female,2.0,4.0,,,3.0,5.0,0.8443947627171551
18-29,White,Middle,Female,3.0,5.0,2.0,1.0,2.0,,2.519178985791671
30-49,White,Low,Male,4.0,1.0,3.0,1.0,2.0,5.0,0.6533230247521378
30-49,White,Upper,Male,4.0,2.0,2.0,2.0,1.0,3.0,0.672586990409705
18-29,Asian,Middle,Female,3.0,4.0,2.0,2.0,2.0,,4.289042685081263
18-29,White,Middle,Male,3.0,1.0,1.0,2.0,1.0,1.0,0.9931584558315842
50-64,White,Middle,Female,4.0,5.0,3.0,2.0,1.0,4.0,0.3381043906658905
30-49,White,Upper,Female,1.0,1.0,3.0,2.0,1.0,4.0,0.5938934814282317
30-49,White,Low,Female,1.0,1.0,4.0,1.0,2.0,5.0,1.195521215932594
30-49,White,Upper,Male,2.0,2.0,2.0,1.0,2.0,5.0,0.4933095967052004
30-49,White,Middle,Female,3.0,3.0,2.0,1.0,1.0,2.0,0.3923996114221697
50-64,White,Upper,Female,2.0,1.0,1.0,1.0,1.0,4.0,0.500367658280283
50-64,Other,Upper,Female,3.0,1.0,3.0,2.0,2.0,5.0,0.5832185533696124
30-49,Other,Middle,Male,2.0,1.0,3.0,2.0,2.0,5.0,0.9334895214926184
50-64,White,Middle,Male,3.0,2.0,3.0,1.0,2.0,5.0,1.9520971761909192
30-49,Other,Upper,Female,1.0,1.0,3.0,1.0,1.0,4.0,0.4249966310574189
30-49,Other,Low,Female,3.0,5.0,2.0,1.0,1.0,5.0,1.0541754866477482
50-64,White,Upper,Male,3.0,2.0,4.0,2.0,1.0,5.0,0.5852292136923711
30-49,Hispanic,Middle,Female,2.0,1.0,1.0,1.0,2.0,5.0,0.2723454447431941
50-64,White,Upper,Male,2.0,2.0,,,3.0,,0.8180818351777208
30-49,White,Middle,Female,1.0,1.0,4.0,2.0,2.0,,0.851324202957038
30-49,White,Middle,Male,1.0,1.0,2.0,1.0,2.0,5.0,0.8101306937651631
65+,White,Middle,Female,1.0,1.0,3.0,1.0,2.0,,1.59531868480442
30-49,White,Middle,Male,2.0,1.0,2.0,2.0,1.0,5.0,0.6628103021108653
50-64,Hispanic,Middle,Female,1.0,2.0,2.0,1.0,2.0,4.0,0.3834319694169143
30-49,White,Upper,Female,2.0,3.0,,,3.0,,1.4387199551127023
50-64,White,Middle,Female,1.0,1.0,3.0,1.0,2.0,,0.9153340848776452
30-49,Black,Low,Female,1.0,1.0,3.0,2.0,2.0,4.0,1.0440368823612336
50-64,White,Upper,Other,2.0,1.0,3.0,1.0,2.0,3.0,0.5783294225230552
30-49,White,Low,Female,3.0,5.0,2.0,2.0,2.0,5.0,0.7243139748872226
30-49,Asian,Middle,Male,2.0,2.0,2.0,1.0,1.0,5.0,0.9552947106590582
65+,White,Middle,Female,3.0,4.0,3.0,1.0,2.0,5.0,1.6174821857175494
30-49,White,Low,Female,3.0,5.0,,,3.0,,1.7009045370952935
50-64,White,Middle,Male,3.0,3.0,3.0,1.0,2.0,5.0,0.4202362434876573
30-49,Black,Low,Female,5.0,5.0,3.0,1.0,2.0,,0.9961546008068078
50-64,Other,Middle,Female,2.0,2.0,1.0,2.0,2.0,5.0,0.6640425358540889
30-49,White,Low,Female,1.0,2.0,,,3.0,4.0,0.9946553893117546
30-49,Black,Middle,Female,2.0,1.0,2.0,1.0,1.0,4.0,0.4573902495278785
30-49,White,Upper,Male,4.0,1.0,3.0,1.0,1.0,1.0,0.610155787222992
30-49,White,Middle,Female,2.0,3.0,3.0,1.0,1.0,3.0,0.6673558991304447
30-49,White,Middle,Male,2.0,3.0,3.0,1.0,1.0,1.0,0.7848161649900519
50-64,White,Middle,Female,2.0,2.0,2.0,2.0,2.0,,0.8422976783456633
30-49,Hispanic,Middle,Male,3.0,2.0,3.0,1.0,2.0,5.0,2.2892411002533257
30-49,White,Middle,Male,2.0,1.0,3.0,2.0,1.0,5.0,0.4520574760408929
50-64,White,Upper,Female,3.0,5.0,2.0,1.0,2.0,5.0,0.5258393194020751
65+,White,Middle,Female,1.0,1.0,4.0,2.0,2.0,5.0,1.0098857136399018
30-49,White,Upper,Male,3.0,1.0,3.0,1.0,2.0,5.0,0.785963497896793
30-49,White,Upper,Male,2.0,2.0,3.0,1.0,2.0,5.0,0.4436701589277188
30-49,White,Middle,Male,2.0,2.0,2.0,2.0,2.0,,1.1444609891202098
30-49,White,Upper,Female,2.0,3.0,,,3.0,4.0,0.5928188770764548
50-64,White,Middle,Male,3.0,3.0,2.0,1.0,2.0,5.0,3.1036629471672357
50-64,White,Upper,Male,3.0,2.0,4.0,1.0,1.0,5.0,0.4095097841476699
30-49,White,Middle,Male,3.0,2.0,2.0,2.0,2.0,,2.6092023856778006
30-49,White,Middle,Male,2.0,1.0,3.0,2.0,2.0,,0.6508519745781767
50-64,White,Upper,Female,2.0,1.0,3.0,2.0,2.0,5.0,0.9006716812787722
18-29,Other,Upper,Male,4.0,1.0,1.0,1.0,1.0,2.0,1.5125081633568815
50-64,White,Upper,Male,1.0,2.0,3.0,2.0,1.0,3.0,0.4645835704479867
50-64,Black,Middle,Female,2.0,2.0,2.0,2.0,2.0,2.0,0.8501674916587231
50-64,White,Middle,Male,2.0,1.0,,,3.0,,0.5657848371173969
30-49,Hispanic,Middle,Male,3.0,1.0,3.0,2.0,1.0,5.0,1.849080423505399
65+,White,Low,Female,2.0,1.0,4.0,1.0,2.0,,0.6230592209677704
30-49,White,Middle,Male,3.0,1.0,3.0,1.0,2.0,5.0,2.339622011240474
18-29,Hispanic,Low,Male,5.0,1.0,2.0,1.0,1.0,5.0,0.7817351261611093
30-49,Black,Low,Male,4.0,2.0,1.0,2.0,2.0,5.0,4.764723573445259
30-49,Hispanic,Low,Female,4.0,3.0,2.0,2.0,2.0,5.0,0.6112805218748688
65+,White,Middle,Female,4.0,1.0,3.0,1.0,2.0,,0.2206753051760841
50-64,Black,Middle,Male,3.0,2.0,2.0,1.0,1.0,3.0,0.299256101965337
50-64,Other,Middle,Male,3.0,3.0,3.0,2.0,1.0,2.0,1.0203079841438365
30-49,Hispanic,Upper,Female,3.0,3.0,1.0,2.0,2.0,5.0,0.2941382268710416
30-49,Asian,Middle,Male,2.0,2.0,3.0,2.0,2.0,5.0,1.1284646587239602
50-64,White,Upper,Female,2.0,1.0,2.0,2.0,2.0,5.0,0.7723253422216245
50-64,Hispanic,Upper,Male,2.0,2.0,1.0,2.0,1.0,2.0,0.713179120412951
